1,1,0.0055248618784530384,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
27,1,0.14917127071823205,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: DJ, Cleanup: Water and Soap])
27,2,0.14917127071823205,KLH@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
28,1,0.15469613259668508,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: DJ, Cleanup: Water and Soap])
28,2,0.15469613259668508,KLH@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
29,1,0.16022099447513813,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: DJ, Cleanup: Water and Soap])
29,2,0.16022099447513813,KLH@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
30,1,0.16574585635359115,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: DJ, Cleanup: Water and Soap])
30,2,0.16574585635359115,KLH@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
31,1,0.1712707182320442,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: DJ, Cleanup: Water and Soap])
31,2,0.1712707182320442,KLH@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
32,1,0.17679558011049723,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: DJ, Cleanup: Water and Soap])
32,2,0.17679558011049723,KLH@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
33,1,0.18232044198895028,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Handmade, Music: MP3, Cleanup: Water and Soap])
33,2,0.18232044198895028,KLH@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
34,1,0.1878453038674033,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Handmade, Music: MP3, Cleanup: Water and Soap])
34,2,0.1878453038674033,KLH@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
35,1,0.19337016574585636,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Handmade, Music: MP3, Cleanup: Water and Soap])
35,2,0.19337016574585636,KLH@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
36,1,0.19889502762430938,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Handmade, Music: MP3, Cleanup: Water and Soap])
36,2,0.19889502762430938,KLH@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
37,1,0.20441988950276244,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Photo, Music: MP3, Cleanup: Water and Soap])
37,2,0.20441988950276244,KLH@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
38,1,0.20994475138121546,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
38,2,0.20994475138121546,KLH@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
39,1,0.2154696132596685,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
39,2,0.2154696132596685,KLH@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
40,1,0.22099447513812154,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
40,2,0.22099447513812154,KLH@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
41,1,0.2265193370165746,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
41,2,0.2265193370165746,KLH@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
42,1,0.23204419889502761,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
42,2,0.23204419889502761,KLH@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
43,1,0.23756906077348067,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
43,2,0.23756906077348067,KLH@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
44,1,0.2430939226519337,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Catering, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
44,2,0.2430939226519337,KLH@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
45,1,0.24861878453038674,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Catering, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
45,2,0.24861878453038674,KLH@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
46,1,0.2541436464088398,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Catering, Drinks: Beer Only, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
46,2,0.2541436464088398,KLH@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
47,1,0.2596685082872928,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Catering, Drinks: Beer Only, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
47,2,0.2596685082872928,KLH@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
48,1,0.26519337016574585,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Catering, Drinks: Beer Only, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
48,2,0.26519337016574585,KLH@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
49,1,0.27071823204419887,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Catering, Drinks: Beer Only, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
49,2,0.27071823204419887,KLH@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
50,1,0.27624309392265195,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: DJ, Cleanup: Water and Soap])
50,2,0.27624309392265195,KLH@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
51,1,0.281767955801105,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: DJ, Cleanup: Water and Soap])
51,2,0.281767955801105,KLH@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
52,1,0.287292817679558,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Offer  bid:Bid[Food: Handmade Food, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
52,2,0.287292817679558,KLH@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
53,1,0.292817679558011,boa-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_BS_min_k_e_max-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_AS_Uncertainty-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OM_l-C..Users.zyx.IdeaProjects.MAS3.1BOATest.out.production.MAS3.1BOATest.mas2023.group4.Group4_OMS_t@2,(Accept  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
agreement,Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap],0.6583333333333333,1.0
